MARINA OLSHANSKY,SAN FRANCISCO,11,Chiropractic manipulation,,66,no,11,
CASEY L. TUCKER,SANTA ROSA,20,Chiropractic manipulation,,795,no,17,
DAVID DESALVO,SAN JOSE,28,Chiropractic manipulation,,254,no,16,
LAWRENCE D. CHAMBERS,SAN JOSE,27,Chiropractic manipulation,,494,no,19,
ERWIN LINZNER,SANTA ROSA,21,Chiropractic manipulation,,80,no,14,
ABIGAIL IRWIN,OAKLAND,28,Chiropractic manipulation,,100,no,10,
PAUL R. PICCIONE,REDWOOD CITY,16,Chiropractic manipulation,,633,no,14,
ANN E. HOOD,SAN FRANCISCO,,Chiropractic manipulation,,17,no,11,
RONALD MIKLEBOST,SAN RAMON,38,Chiropractic manipulation,,452,no,15,
BRADLEY O. HUBBARD,WALNUT CREEK,8,Chiropractic manipulation,,370,no,12,
VENUS A. MAHER,COTATI,28,Chiropractic manipulation,,69,no,13,
TYLER TOLLSTRUP,BELMONT,35,Chiropractic manipulation,,853,no,16,
KEVIN W. CHEN,OAKLAND,12,Chiropractic manipulation,,91,no,15,
LINDA M. BERRY,SAN RAFAEL,33,Chiropractic manipulation,,171,no,12,
RICHARD A. MORDECAI,SANTA ROSA,34,Chiropractic manipulation,,767,no,17,
CATHLEEN CIRA,SAN CARLOS,21,Chiropractic manipulation,,453,no,15,
LORI S. RODGERS,SAUSALITO,33,Chiropractic manipulation,,238,no,12,
DAVID J. LAMB,VACAVILLE,26,Chiropractic manipulation,,568,no,12,
RICHARD S. HARVEY,SAN RAMON,38,Chiropractic manipulation,,551,no,15,
JOHN E. HORTON,SANTA ROSE,25,Chiropractic manipulation,,405,no,14,
KRISTINA A. IRVIN,SAN JOSE,27,Chiropractic manipulation,,76,no,9,
COUNTY OF MARIN,SAN RAFAEL,,Chylmd trach dna amp probe,,14,no,6,
MYRON MARX,SAN FRANCISCO,35,Cine/vid x-ray throat/esoph,,12,no,5,
"CARDIODX, INC.",PALO ALTO,,Clinical chemistry test,,1713,no,20,
GENOMIC HEALTH INC,REDWOOD CITY,,Clinical chemistry test,,14553,no,13,
SURAJ M. CHERRY,ANTIOCH,14,Close tear duct opening,,82,no,14,
SARBJIT S. HUNDAL,FREMONT,40,Close tear duct opening,,30,no,7,
SOPHIE K. DAO,MILPITAS,29,Close tear duct opening,,287,no,13,
TODD A. AUKER,PLEASANTON,29,Close tear duct opening,,80,no,16,
JAMES J. SONG,FREMONT,19,Close tear duct opening,,93,no,11,
MIRA LIM,WALNUT CREEK,10,Close tear duct opening,,16,no,11,
MICHELLE C. BLAS,BURLINGAME,21,Cmptr ophth dx img ant segmt,,61,no,8,
JAMES H. ABRAMS,DALY CITY,40,Cmptr ophth img optic nerve,,50,no,7,
LEE SHAHINIAN,MOUNTAIN VIEW,43,Cmptr ophth img optic nerve,,42,no,12,
DANIEL F. GOODMAN,SAN FRANCISCO,34,Cmptr ophth img optic nerve,,229,no,25,
KESHAV NARAIN,SUNNYVALE,22,Cmptr ophth img optic nerve,,84,no,11,
ROBERT S. MASTMAN,SAN JOSE,33,Cmptr ophth img optic nerve,,137,no,13,
MARCIE E. ARNESTY-OLIAN,SAN MATEO,33,Cmptr ophth img optic nerve,,16,no,12,
CLAUDIA S. PINILLA,DANVILLE,,Cmptr ophth img optic nerve,,126,no,10,
MICHAEL K. MACDONALD,SAN MATEO,41,Cmptr ophth img optic nerve,,744,no,20,
DANIEL J. BEERS,MOUNTAIN VIEW,23,Cmptr ophth img optic nerve,,127,no,15,
ANN C. FISHER,DALY CITY,,Cmptr ophth img optic nerve,,123,no,11,
JAHANGIR SADEGHI,SAN RAFAEL,41,Cmptr ophth img optic nerve,,103,no,17,
BARRY C. WINSTON,PLEASANTON,44,Cmptr ophth img optic nerve,,47,no,8,
ROSE S. KIPROV,BERKELEY,41,Cmptr ophth img optic nerve,,82,no,8,
ERIC J. KAHLE,SEBASTOPOL,,Cmptr ophth img optic nerve,,253,no,18,
ALEJANDRO ZAFFARONI,LOS ALTOS,34,Cmptr ophth img optic nerve,,62,no,16,
MICHAEL D. THIER,SAN FRANCISCO,52,Cmptr ophth img optic nerve,,54,no,13,
MARY ELLEN BAILEY,BURLINGAME,37,Cmptr ophth img optic nerve,,84,no,10,
JONATHAN L. SAVELL,PLEASANTON,47,Cmptr ophth img optic nerve,,168,no,13,
ROBERT S. FILER,SAN MATEO,25,Cmptr ophth img optic nerve,,635,no,20,
MARK DRUCKER,WALNUT CREEK,34,Cmptr ophth img optic nerve,252,125,no,17,
TERESA J. LUI,PALO ALTO,31,Cmptr ophth img optic nerve,,28,no,10,
STEPHANIE JUDKINS,CAMPBELL,8,Cmptr ophth img optic nerve,,14,no,3,
MARIA JOSE PRIETO DE ESTEBECORENA,SAN RAFAEL,,Cognitive skills development,,246,no,16,
MICHAEL A. FRAGA,SANTA ROSA,17,Cognitive skills development,,1514,no,16,
NATALIYA BELFOR,SAN FRANCISCO,11,Cognitive skills development,,396,no,11,
ERIC J. FREITAG,SAN RAFAEL,9,Cognitive skills development,,1020,no,17,
RICHARD S. SUNDBERG,SAN FRANCISCO,40,Colon ca scrn not hi rsk ind,258,21,no,9,
RASHID IQBAL,FAIRFIELD,32,Colon ca scrn not hi rsk ind,,33,no,13,
TRESANTI MEDICAL CORPORATION,SAN RAMON,,Colon ca scrn not hi rsk ind,,29,no,12,
PATRICK Y. WONG,SAN FRANCISCO,49,Colon ca scrn not hi rsk ind,,19,no,8,
JIAYI LI,MOUNTAIN VIEW,29,Colon ca scrn not hi rsk ind,,25,no,5,
KALYANI MAGANTI,ANTIOCH,16,Colon ca scrn not hi rsk ind,,21,no,8,
SAMUEL N. MARCUS,MOUNTAIN VIEW,37,Colon ca scrn not hi rsk ind,,13,no,3,
"SHADELANDS ADVANCED ENDOSCOPY INSTITUTE, INC.",WALNUT CREEK,,Colon ca scrn not hi rsk ind,,24,no,8,
ANMOL S. MAHAL,FREMONT,42,Colonoscopy and biopsy,,51,no,15,
BART LALLY,MOUNTAIN VIEW,51,Colonoscopy and biopsy,,22,no,4,
STANLEY B. GOLDBERG,SAN FRANCISCO,,Colonoscopy and biopsy,,12,no,4,
DAVID E. BITAR,BERKELEY,43,Colonoscopy and biopsy,,12,yes,1,
ROBERT H. DUNHAM,NAPA,24,Colonoscopy and biopsy,,26,no,10,
JAMES DAVILLA,LOS GATOS,35,Colonoscopy and biopsy,,39,no,15,
BETTY HO,REDWOOD CITY,26,Colonoscopy and biopsy,,25,no,11,
BRENNAN SCOTT,PALO ALTO,17,Colonoscopy and biopsy,,63,no,8,
STEPHEN C. PARDYS,SAN FRANCISCO,44,Colonoscopy and biopsy,,14,no,10,
"MORGAN HILL SURGERY CENTER, LP",MORGAN HILL,,Colonoscopy and biopsy,,62,no,7,
PHILLIP A. WOLFE,PLEASANTON,28,Colonoscopy and biopsy,,39,no,12,
SAN FRANCISCO ENDOSCOPY CENTER LLC,SAN FRANCISCO,,Colonoscopy and biopsy,,535,no,13,
MA SOMSOUK,SAN FRANCISCO,12,Colonoscopy and biopsy,,18,no,5,
KENNETH J. HAMMERMAN,SAN FRANCISCO,45,Colonoscopy and biopsy,,46,no,9,
RICHARD J. KRAMER,SAN JOSE,42,Colonoscopy and biopsy,,12,no,3,
HUILAN CHENG,BERKELEY,20,Colonoscopy and biopsy,,110,no,12,
SINDA MEIN,PALO ALTO,16,Colonoscopy and biopsy,,73,no,8,
ZEALOUS D. WILEY,OAKLAND,,Colonoscopy and biopsy,,11,no,5,
"MARIN ENDOSCOPY CENTER, LLC",GREENBRAE,,Colonoscopy and biopsy,,237,no,13,
LAURENCE F. YEE,SAN FRANCISCO,24,Colonoscopy and biopsy,,20,no,7,
TU A. NGUYEN,MENLO PARK,11,Colonoscopy submucous inj,,14,no,2,
EAST BAY ENDOSCOPY CENTER LP,EMERYVILLE,,Colonoscopy submucous inj,,13,no,4,
PACIFIC ENDOSCOPY SERVICES,ATHERTON,,Colonoscopy submucous inj,,23,no,13,
FRANK FAZZOLARI,PALO ALTO,19,Colonoscopy submucous inj,,18,no,5,
PETER W. SIMPSON,MOUNTAIN VIEW,14,Colonoscopy submucous inj,,25,no,11,
MING FANG,WALNUT CREEK,29,Colonoscopy/control bleeding,,16,no,5,
JAMES TOROSIS,REDWOOD CITY,33,Colorectal scrn, hi risk ind,,,no,14
LAURENCE J. MAZZOTTA,VALLEJO,,Colorectal scrn, hi risk ind,,,no,10
STEFAN J. CHIN,DALY CITY,21,Colorectal scrn, hi risk ind,,,no,12
ENDOSCOPY CENTER OF SILICON VALLEY LLC,SAN JOSE,,Colorectal scrn, hi risk ind,,,no,10
MARNA M. SKAAR,SAN MATEO,,Colorectal scrn, hi risk ind,,,no,11
HUY N. TRINH,SAN JOSE,28,Colorectal scrn, hi risk ind,,1,no,14
DANNY D. KAO,GREENBRAE,26,Colorectal scrn, hi risk ind,,,no,11
KEI HANAFUSA,SAN JOSE,25,Comp screen mammogram add-on,,15,no,4,
MARGARET LEE,SAN JOSE,42,Comp screen mammogram add-on,,22,no,5,
DENNIS G. LOW,SAN JOSE,38,Comp screen mammogram add-on,,18,no,7,
SAMUEL J. SANTORO,CASTRO VALLEY,33,Comp screen mammogram add-on,,25,no,7,
TEJ BHAVSAR,OAKLAND,,Comp screen mammogram add-on,,114,no,16,
ANGELA L. SUAREZ,SAN JOSE,21,Comp screen mammogram add-on,,12,no,5,
INGRID O. AALAMI,SAN JOSE,49,Comp screen mammogram add-on,,15,no,12,
GARRETT A. SMITH,SAN FRANCISCO,25,Complete cbc w/auto diff wbc,,433,no,20,
PRADIP K. RUSTAGI,MOUNTAIN VIEW,37,Complete cbc w/auto diff wbc,8289,166,no,2,
PEIR GEN CHIU,SAN FRANCISCO,14,Complete cbc w/auto diff wbc,,64,no,10,
JIYON J. CHOI,ANTIOCH,11,Complete cbc w/auto diff wbc,,405,no,13,
WILLIAM M. BUCHHOLZ,MOUNTAIN VIEW,43,Complete cbc w/auto diff wbc,1758,20,no,-2,
DAVID A. PFISTER,OAKLAND,,Complete cbc w/auto diff wbc,,488,yes,3,
VANDANA B. SHARMA,FREMONT,15,Comprehen metabolic panel,,60,no,13,
JAMES R. SAUNDERS,OAKLAND,,Comprehen metabolic panel,,141,no,17,
WAI-HANG J. LAM,SAN FRANCISCO,10,Comprehen metabolic panel,,24,no,6,
TED Y. LI,SAN FRANCISCO,20,Comprehen metabolic panel,,18,no,6,
JOSEPH SZUMOWSKI,PLEASANTON,30,Comprehen metabolic panel,,52,no,13,
MELISSA A. GARAFALO,PALO ALTO,,Comprehensive hearing test,,75,no,9,
JOVINA F. HAVARD,WALNUT CREEK,2,Comprehensive hearing test,,12,no,7,
DARCY BENSON,SAN MATEO,8,Comprehensive hearing test,,21,no,11,
JOSEPH R. FERRITO,SAN JOSE,14,Comprehensive hearing test,,13,no,10,
SARAH CAREY,SAN RAMON,,Comprehensive hearing test,,23,no,12,
ELLEN R. MOSHER,LOS GATOS,,Comprehensive hearing test,,44,no,15,
PUIFUNG A. LEUNG,SAN FRANCISCO,9,Comprehensive hearing test,,60,no,12,
SANDRA J. WENDSCHLAG,SUNNYVALE,28,Comprehensive hearing test,,97,no,12,
SHARON GOODSON,FREMONT,12,Comprehensive hearing test,,13,no,3,
CHRISTINE S. MAHON,SAN RAMON,29,Comprehensive hearing test,,68,no,15,
DONALD E. MORGAN,SAN MATEO,46,Comprehensive hearing test,,149,no,14,
LISA JASCHKE,SAN RAFAEL,,Comprehensive hearing test,,16,no,4,
JANELLE M. SPEAR,BERKELEY,,Comprehensive hearing test,,26,no,13,
CHRISTINE C. TELLEEN,SAN MATEO,38,Comprehensive hearing test,,170,no,15,
CLIFFORD CHEW,SAN FRANCISCO,19,Comprehensive hearing test,,236,no,15,
LEE WEISSMAN,SAN RAFAEL,4,Comprehensive hearing test,,156,no,16,
AMY NELSON,MOUNTAIN VIEW,,Comprehensive hearing test,,61,no,8,
THE HEARING CENTER OF CASTRO VALLEY,CASTRO VALLEY,,Comprehensive hearing test,,138,no,16,
DANIEL F. HARTMAN,SAN FRANCISCO,32,Comprehensive hearing test,,144,no,14,
RAMSAY E. POINDEXTER,SAN MATEO,16,Comprehensive hearing test,,28,no,12,
KAREN Y. FANN,SAN JOSE,12,Comprehensive hearing test,,112,no,11,
MARY JANE GARNETT,ANTIOCH,9,Comprehensive hearing test,,26,no,10,
RAYMOND G. CROOKSTON,OAKLAND,12,Comprehensive hearing test,,42,no,12,
JENIFER V. DAGANZO,SAN FRANCISCO,7,Comprehensive hearing test,,18,no,9,
ELLEN PFAU,NAPA,,Comprehensive hearing test,,127,no,17,
LEIGH F. KJELDSEN,CONCORD,10,Comprehensive hearing test,,109,no,16,
VIVIAN WING,WALNUT CREEK,35,Computer dx mammogram add-on,,122,no,18,
DAVID E. GOLLER,NAPA,21,Computer dx mammogram add-on,,54,no,15,
KAREN M. HENEHAN,REDWOOD CITY,35,Contrast bath therapy,,105,no,14,
MARLENE A. LAMAR,FREMONT,30,Contrast bath therapy,,28,no,8,
MICHAEL SHEPARD,PALO ALTO,32,Contrast x-ray esophagus,,11,no,4,
RAJIV NAGESETTY,WALNUT CREEK,17,Contrast x-ray exam of aorta,,13,no,10,
DAVID J. QUENELLE,SANTA ROSA,48,Control of nosebleed,,17,no,10,
NOOSHIN PARHIZKAR,OAKLAND,14,Control of nosebleed,,13,no,11,
DAVID ELLISON,BURLINGAME,34,Control of nosebleed,,15,no,4,
EDWARD WANG,FAIRFIELD,34,Contrst x-ray urinary tract,,12,no,5,
"ASPEN SURGERY CENTER, LLC",WALNUT CREEK,,Corneal tissue processing,,17,no,11,
CLARK S. TSAI,CONCORD,,Corneal topography,,168,no,11,
DAVID W. VASTINE,OAKLAND,48,Corneal topography,,18,no,12,
GAYLE L. SHIMOKAJI,GREENBRAE,27,Corneal topography,,26,no,5,
PENINSULA EYE SURGERY CENTER,MOUNTAIN VIEW,,Corneal trnspl endothelial,,19,no,5,
ERIK T. PRICE,PALO ALTO,16,Coronary artery angio s&i,,59,no,16,
JOHN S. MACGREGOR,SAN FRANCISCO,,Coronary artery angio s&i,,16,no,4,
VINCENT A. GAUDIANI,REDWOOD CITY,41,Coronary artery bypass/reop,,36,no,6,
TAEMIN SURH,REDWOOD CITY,,Coronary artery bypass/reop,,12,no,6,
"ADVANCED SURGERY MEDICAL CENTER, LLC",SAN JOSE,,Correction of astigmatism,,39,no,10,
"SILICON VALLEY SURGERY CENTER, LP",LOS GATOS,,Correction of bunion,,32,no,6,
ROBERT C. GEIGER,SONOMA,59,Corticotropin injection,,43,no,10,
LES A. SHIPLEY,SANTA ROSA,40,Cptr ophth dx img post segmt,,98,no,17,
DAVID V. LIGHTFOOT,SANTA ROSA,34,Cptr ophth dx img post segmt,,28,no,12,
MARK R. WIELAND,MOUNTAIN VIEW,29,Cptr ophth dx img post segmt,,1862,no,17,
MICHAEL W. GAYNON,PALO ALTO,42,Cptr ophth dx img post segmt,,258,no,10,
JEEHEE KIM,SAN JOSE,22,Cptr ophth dx img post segmt,,196,no,17,
KAREN SHIH,SUNNYVALE,10,Cptr ophth dx img post segmt,,26,no,5,
FLETCHER H. THAMES,SAN RAMON,32,Cptr ophth dx img post segmt,,24,no,4,
NICHOLAS P. VROUVAS,SAN FRANCISCO,43,Cptr ophth dx img post segmt,,14,no,18,
STEVEN R. SANISLO,PALO ALTO,22,Cptr ophth dx img post segmt,,178,no,10,
YAPING J. LIAO,PALO ALTO,,Cptr ophth dx img post segmt,,20,no,8,
WAYNE E. FUNG,SAN FRANCISCO,,Cptr ophth dx img post segmt,,63,yes,1,
MARK L. SCHLUTER,SONOMA,30,Cptr ophth dx img post segmt,,22,no,11,
S. S. GELBART,SAN FRANCISCO,36,Cptr ophth dx img post segmt,,51,no,7,
AJITA GREWAL,LOS ALTOS,19,Cptr ophth dx img post segmt,,34,no,15,
DAVID HEIDEN,SAN FRANCISCO,42,Cptr ophth dx img post segmt,,317,no,15,
CHRISTIAN K. KIM,SAN RAFAEL,21,Cptr ophth dx img post segmt,,30,no,13,
DANIEL G. RICH,SANTA ROSA,28,Cptr ophth dx img post segmt,,31,no,12,
CLARK M. ABRAMSON,LIVERMORE,41,Cptr ophth dx img post segmt,,24,no,13,
CHRISTOPHER R. GEE,LIVERMORE,,Cptr ophth dx img post segmt,,17,no,8,
BART A. CAREY,SAN JOSE,25,Cptr ophth dx img post segmt,,198,no,13,
DANIEL A. BRINTON,OAKLAND,,Cptr ophth dx img post segmt,,1082,no,15,
MARTIN L. FISHMAN,LOS GATOS,44,Cptr ophth dx img post segmt,,136,no,14,
KENNETH C. LOW,FREMONT,38,Cptr ophth dx img post segmt,,37,no,6,
TOBY O. SALZ,MILL VALLEY,,Critical care addl 30 min,,20,no,8,
YOUSSEF E. YOUSSEF,FREMONT,21,Critical care addl 30 min,,16,no,10,
NILOUFAR KHAMNEHEI,BURLINGAME,19,Critical care addl 30 min,,29,no,12,
RYAN J. KIME,SAN JOSE,,Critical care addl 30 min,,11,no,5,
DAVID BUTLER,BERKELEY,15,Critical care addl 30 min,,17,no,9,
SHAHID U. REHMAN,FAIRFIELD,17,Critical care addl 30 min,,23,no,8,
STEPHEN KRICKL,PETALUMA,,Critical care addl 30 min,,48,no,12,
ALEXANDER M. LAM,SAN JOSE,,Critical care addl 30 min,,21,no,12,
MITRA EMAMI,SAN JOSE,23,Critical care addl 30 min,,83,no,17,
MICHAEL PATTEE,PETALUMA,,Critical care addl 30 min,,22,no,10,
ANDREAS G. SAKOPOULOS,SAINT HELENA,25,Critical care first hour,,53,no,11,
JAMES J. CHEN,BELMONT,18,Critical care first hour,,101,no,12,
DAVID L. MALMUD,SAN MATEO,13,Critical care first hour,,31,no,6,
CHI L. PERLROTH,WALNUT CREEK,,Critical care first hour,,27,no,10,
JOSEPH DANE,NAPA,30,Critical care first hour,,100,no,9,
FRED B. HOM,SAN FRANCISCO,32,Critical care first hour,,445,no,20,
RODNEY B. LOOK,PETALUMA,,Critical care first hour,,23,no,4,
SHERFONG GEE,BERKELEY,,Critical care first hour,,198,no,18,
MADHUMATI K. RAMPURE,FREMONT,15,Critical care first hour,,17,no,4,
MICHELLE LIN,SAN FRANCISCO,,Critical care first hour,,35,no,7,
HENRY H. TAN,BERKELEY,15,Critical care first hour,,144,no,17,
LAUREL A. HODGSON,SAN PABLO,25,Critical care first hour,,55,no,12,
MARK GOLDIN,OAKLAND,,Critical care first hour,,42,no,10,
JAMES E. CADDEN,SANTA ROSA,35,Critical care first hour,,33,no,9,
TODD M. SALDINGER,SAN JOSE,20,Critical care first hour,,78,no,13,
JOSEPH D. TOSCANO,SAN RAMON,25,Critical care first hour,,12,no,5,
WENDY A. COLE,NOVATO,,Critical care first hour,,82,no,12,
TERRI L. TURNER,SEBASTOPOL,22,Critical care first hour,,61,no,9,
RENEE E. BOECHE,DALY CITY,,Critical care first hour,,23,no,9,
JOHN J. BORIGHT,SAN LEANDRO,37,Critical care first hour,,21,no,10,
YELENA KRUPITSKAYA,CONCORD,11,Critical care first hour,,64,no,11,
KAVITA S. PATANKAR,CASTRO VALLEY,11,Critical care first hour,,13,no,3,
RAMAVTAR SINGH,SAN JOSE,38,Critical care first hour,,11,no,7,
YEN T. NGUYEN,SAN JOSE,11,Critical care first hour,,13,yes,-5,
STEPHEN D. CHIN,SAN JOSE,23,Critical care first hour,,80,no,12,
DAVID C. TONG,SAN FRANCISCO,25,Critical care first hour,,125,no,9,
HELEN L. STEELE,OAKLAND,,Critical care first hour,,15,no,5,
HARRIS D. SCHNEIDER,SAN LEANDRO,,Critical care first hour,,16,no,8,
MICHAEL Y. LIU,BERKELEY,,Critical care first hour,,53,no,10,
DAVID A. ADAMS,REDWOOD CITY,,Critical care first hour,,48,no,10,
MAYA NOYMAN-FAIN,NOVATO,,Critical care first hour,,42,no,10,
RANJANA SAXENA,EMERYVILLE,21,Critical care first hour,,185,no,15,
SETH C. THOMAS,ANTIOCH,,Critical care first hour,,118,no,14,
WILLIAM M. MILLS,WALNUT CREEK,21,Critical care first hour,,57,no,12,
MATTHEW A. GILMARTIN,SAN FRANCISCO,11,Critical care first hour,,19,no,8,
NOOR S. AZIMI,GREENBRAE,16,Critical care first hour,,22,no,8,
NATHALIE COELLER,CASTRO VALLEY,,Critical care first hour,,39,no,8,
SERGE A. HOUGEIR,SAN FRANCISCO,,Critical care first hour,,51,no,7,
JOHN P. ZOPFI,FAIRFIELD,28,Critical care first hour,,29,no,13,
JOHN L. DAVIS,SAN FRANCISCO,14,Critical care first hour,,32,no,5,
ROBERT A. WHITE,NAPA,32,Critical care first hour,,62,no,14,
JOSEPH J. BISTRAIN,SAN JOSE,18,Critical care first hour,,47,no,12,
DONALD B. MAISEL,SAN JOSE,,Critical care first hour,,35,no,8,
DAVID A. SOOHOO,WALNUT CREEK,24,Critical care first hour,,12,no,7,
ROBERT DINH,BURLINGAME,16,Critical care first hour,,68,no,9,
NOEL HASTINGS,EMERYVILLE,5,Critical care first hour,,35,no,9,
ERIC J. SEELEY,EMERYVILLE,11,Critical care first hour,,146,no,9,
JESSE CLAUDE HEMPHILL,SAN FRANCISCO,24,Critical care first hour,,57,no,7,
ANDREW KWA,SAN JOSE,11,Critical care first hour,,21,no,12,
KRISTINA R. SULLIVAN,SAN FRANCISCO,15,Critical care first hour,,138,no,12,
RONALD J. ROBINSON,OAKLAND,17,Critical care first hour,,41,no,7,
TIMOTHY B. DUNCAN,SAN FRANCISCO,,Critical care first hour,,54,no,15,
SHOREH K. IRANI,BERKELEY,,Critical care first hour,,64,no,11,
DEENA NEFF,OAKLAND,23,Critical care first hour,,16,no,6,
SANDEEP REEN,FREMONT,8,Critical care first hour,,22,no,6,
ERIC I. HSIAO,SAN JOSE,,Critical care first hour,,157,no,9,
LUDWIG H. LIN,OAKLAND,20,Critical care first hour,,64,no,10,
GREGORY W. BURT,VACAVILLE,20,Critical care first hour,,50,no,13,
RON E. COOPER,SAN RAMON,28,Critical care first hour,,32,no,8,
ALICE KWAN,SOUTH SAN FRANCISCO,10,Critical care first hour,,37,no,6,
MEGAN L. LEUNG,SAN FRANCISCO,16,Critical care first hour,,88,no,13,
SCOTT P. PETERSON,SANTA ROSA,33,Critical care first hour,,26,no,12,
RONEESHA S. KNIGHT,OAKLAND,,Critical care first hour,,21,no,7,
RICHARD D. ALMEIDA,SAN MATEO,12,Critical care first hour,,34,no,9,
DANIEL S. CALDER,SANTA ROSA,,Critical care first hour,,12,no,5,
REID F. BRACKIN,SAN FRANCISCO,12,Critical care first hour,,48,no,12,
CHRISTINA S. SITENGA-KAKO,NAPA,25,Critical care first hour,,20,no,9,
ALAN J. SPAIN,GREENBRAE,,Critical care first hour,,13,no,7,
JAMES M. MONTOYA,EMERYVILLE,13,Critical care first hour,,22,no,7,
ROBIN D. ROBERTS,SAN FRANCISCO,,Critical care first hour,,47,no,15,
TIFFANY N. TRUONG,SAN JOSE,,Critical care first hour,,36,no,11,
RITIK CHANDRA,SAN FRANCISCO,,Critical care first hour,,50,no,15,
STEWART LAUTERBACH,SANTA ROSA,,Critical care first hour,,74,no,9,
ALBERT M. MARLAND,LOS GATOS,38,Critical care first hour,,179,no,18,
PRINCE SHAH,PALO ALTO,24,Critical care first hour,,31,no,5,
MILES R. CONGRESS,SAN JOSE,39,Critical care first hour,,54,no,12,
SUSAN WOODMANSEE,ANTIOCH,20,Critical care first hour,,20,no,9,
IAN T. CHUANG,VALLEJO,16,Critical care first hour,,50,no,12,
TAMMY E. FOSTER,BURLINGAME,,Critical care first hour,,30,no,8,
RICHARD KOPS,CONCORD,40,Critical care first hour,,39,no,9,
GAUTAM PAREEK,FREMONT,26,Critical care first hour,,103,no,18,
CRAIG G. SMOLLIN,SAN FRANCISCO,13,Critical care first hour,,23,no,5,
ANJALI KANDPAL,HAYWARD,11,Critical care first hour,,112,no,18,
JOANNE Y. SUN,SAN FRANCISCO,,Critical care first hour,,54,no,12,
GARY MC CALLA,SANTA ROSA,24,Critical care first hour,,16,no,4,
JOHN P. SHERCK,SAN JOSE,41,Critical care first hour,,31,no,5,
ANDRE R. CAMPBELL,SAN FRANCISCO,,Critical care first hour,,49,no,8,
VICTOR LIN,PETALUMA,9,Critical care first hour,,13,no,4,
CHRISTOPHER G. CHOUKALAS,SAN FRANCISCO,9,Critical care first hour,,194,no,13,
DAVID WEI,HAYWARD,7,Critical care first hour,,40,no,11,
HSIEN-WEN HSU,PITTSBURG,21,Critical care first hour,,256,no,16,
WILLIAM A. ANKNEY,FAIRFIELD,16,Critical care first hour,,19,no,4,
JOHN Z. METCALFE,SAN FRANCISCO,11,Critical care first hour,,69,no,8,
EDWARD V. ABRATOWSKI,SAN FRANCISCO,12,Critical care first hour,,88,no,12,
JOHN H. WEHNER,SAN JOSE,26,Critical care first hour,,167,no,10,
MARK J. SAVANT,SAN FRANCISCO,20,Critical care first hour,,43,no,12,
CAROLYN S. CALFEE,SAN FRANCISCO,15,Critical care first hour,,151,no,9,
BRUCE H. FRIEDBERG,CONCORD,,Critical care first hour,,23,no,9,
LEIF D. ERIKSEN,SAN FRANCISCO,,Critical care first hour,,19,no,12,
ROBERT FILUK,SAN JOSE,34,Critical care first hour,,686,no,20,
TONIA M. LESSANI,BURLINGAME,20,Critical care first hour,,29,no,6,
ROBERT C. ALGAR,PLEASANT HILL,15,Critical care first hour,,18,no,11,
CHARU PURI,WALNUT CREEK,9,Critical care first hour,,12,no,3,
JEREMY E. GRAFF,HAYWARD,,Critical care first hour,,22,no,9,
BHAWNA JAIN,KENTFIELD,20,Critical care first hour,,121,no,13,
KALPANA S. RAO,VALLEJO,19,Critical care first hour,,138,no,10,
DAVID S. DUFFY,GREENBRAE,,Critical care first hour,,14,no,7,
TANISHA T. PELLETIER,SAN FRANCISCO,,Critical care first hour,,43,no,14,
DAVID FICHMAN,SEBASTOPOL,30,Critical care first hour,,24,no,7,
DANIEL LIBKE,PIEDMONT,,Critical care first hour,,38,no,11,
JAY S. RAJU,SAN JOSE,42,Critical care first hour,,57,no,16,
BEN E. MEEK,CASTRO VALLEY,,Critical care first hour,,70,no,11,
KAMRAN ATABAI,SAN FRANCISCO,16,Critical care first hour,,74,no,8,
KASHIF Z. HASSAN,SAN JOSE,13,Critical care first hour,,603,no,13,
DAVID G. STREETER,SONOMA,30,Critical care first hour,,163,no,13,
SALIMAH BOGHANI,VACAVILLE,21,Critical care first hour,,31,no,10,
MERCEDES Y. RIVERA,VALLEJO,,Critical care first hour,,16,no,4,
VANCE L. SMITH,CASTRO VALLEY,11,Critical care first hour,,47,no,12,
BENJAMIN J. BONNES,LAFAYETTE,,Critical care first hour,,16,no,7,
BRIAN S. KIM,SANTA CLARA,10,Ct abd & pelv 1/> regns,,15,no,12,
MAYA D. MEUX,SAN FRANCISCO,23,Ct abd & pelv 1/> regns,,63,no,16,
ROBERT M. TAKAMOTO,FAIRFIELD,,Ct abd & pelv 1/> regns,,11,no,6,
SEAN HILCHEY,PALO ALTO,16,Ct abd & pelv w/contrast,,37,no,6,
MICHAEL D. HOLLETT,REDWOOD CITY,26,Ct abd & pelv w/contrast,,149,no,17,
YU-PING LOH,PALO ALTO,21,Ct abd & pelv w/contrast,,31,no,5,
BARRY ENGELSTAD,WALNUT CREEK,37,Ct abd & pelv w/contrast,,32,no,11,
LINDA N. MORIMOTO,SAN JOSE,,Ct abd & pelv w/contrast,,144,no,18,
"PET-CT IMAGING OF BERKELEY, LLC",BERKELEY,,Ct abd & pelv w/contrast,,135,no,16,
SRIDHAR REDDI,SAN JOSE,15,Ct abd & pelv w/contrast,,11,no,11,
NIDHI A. GUPTA,SAN JOSE,8,Ct abd & pelvis,,12,yes,-8,
ROBERT LAMM,PALO ALTO,23,Ct abd & pelvis,,18,no,3,
